test_csv,idx,chosen_budget,best_budget,correct,tokens,utility
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,18,512,128,1,463.0,0.7287109375
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,19,512,128,1,264.0,0.8453125
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,20,512,256,1,358.0,0.790234375
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,21,512,256,0,544.0,-0.31875
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,22,512,256,1,516.0,0.6976562500000001
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,23,512,256,1,525.0,0.6923828125
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,24,512,128,1,527.0,0.6912109375
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,25,512,128,1,507.0,0.7029296875
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,26,512,128,0,302.0,-0.176953125
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,27,512,512,1,523.0,0.6935546875
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,28,512,512,1,523.0,0.6935546875
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,29,512,128,0,529.0,-0.3099609375
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,30,512,128,1,313.0,0.8166015625
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,31,512,128,1,516.0,0.6976562500000001
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,32,512,128,1,425.0,0.7509765625
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,33,512,128,1,383.0,0.7755859375
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,34,512,256,1,378.0,0.778515625
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,35,512,512,1,544.0,0.68125
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,36,512,128,1,364.0,0.78671875
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,37,512,256,1,432.0,0.746875
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,38,512,256,1,434.0,0.745703125
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,39,512,128,1,533.0,0.6876953125
